seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	window	window	2950001	2960000	.	+	.	.	chr1.2950001.2960000	.	.	chr1
chr1	window	window	2960001	2970000	.	+	.	.	chr1.2960001.2970000	.	.	chr1
chr1	window	window	2970001	2980000	.	+	.	.	chr1.2970001.2980000	.	.	chr1
chr1	window	window	2980001	2990000	.	+	.	.	chr1.2980001.2990000	.	.	chr1
chr1	window	window	2990001	3000000	.	+	.	.	chr1.2990001.3000000	.	.	chr1
chr1	window	window	3000001	3010000	.	+	.	.	chr1.3000001.3010000	.	.	chr1
chr1	window	window	3010001	3020000	.	+	.	.	chr1.3010001.3020000	.	.	chr1
chr1	window	window	3020001	3030000	.	+	.	.	chr1.3020001.3030000	.	.	chr1
chr1	window	window	3030001	3040000	.	+	.	.	chr1.3030001.3040000	.	.	chr1
chr1	window	window	3040001	3050000	.	+	.	.	chr1.3040001.3050000	.	.	chr1
chr1	window	window	3050001	3060000	.	+	.	.	chr1.3050001.3060000	.	.	chr1
chr1	window	window	3060001	3070000	.	+	.	.	chr1.3060001.3070000	.	.	chr1
chr1	window	window	3070001	3080000	.	+	.	.	chr1.3070001.3080000	.	.	chr1
chr1	window	window	3080001	3090000	.	+	.	.	chr1.3080001.3090000	.	.	chr1
chr1	window	window	3090001	3100000	.	+	.	.	chr1.3090001.3100000	.	.	chr1
chr1	window	window	3100001	3110000	.	+	.	.	chr1.3100001.3110000	.	.	chr1
chr1	window	window	3110001	3120000	.	+	.	.	chr1.3110001.3120000	.	.	chr1
chr1	window	window	3120001	3130000	.	+	.	.	chr1.3120001.3130000	.	.	chr1
chr1	window	window	3130001	3140000	.	+	.	.	chr1.3130001.3140000	.	.	chr1
chr1	window	window	3140001	3150000	.	+	.	.	chr1.3140001.3150000	.	.	chr1
chr1	window	window	3150001	3160000	.	+	.	.	chr1.3150001.3160000	.	.	chr1
chr1	window	window	3160001	3170000	.	+	.	.	chr1.3160001.3170000	.	.	chr1
chr1	window	window	3170001	3180000	.	+	.	.	chr1.3170001.3180000	.	.	chr1
chr1	window	window	3180001	3190000	.	+	.	.	chr1.3180001.3190000	.	.	chr1
chr1	window	window	3190001	3200000	.	+	.	.	chr1.3190001.3200000	.	.	chr1
chr1	window	window	3200001	3210000	.	+	.	.	chr1.3200001.3210000	.	.	chr1
chr1	window	window	3210001	3220000	.	+	.	.	chr1.3210001.3220000	.	.	chr1
chr1	window	window	3220001	3230000	.	+	.	.	chr1.3220001.3230000	.	.	chr1
chr1	window	window	3230001	3240000	.	+	.	.	chr1.3230001.3240000	.	.	chr1
chr1	window	window	3240001	3250000	.	+	.	.	chr1.3240001.3250000	.	.	chr1
