seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	geneDB	CDS	45875	48399	.	-	.	No comment	SPAC977.09c	mRNA from SPD183	.	1
chr1	geneDB	gene	50851	51545	.	-	.	intergenic RNA (predicted)	SPNCRNA.602	.	.	1
chr1	geneDB	CDS	50851	51545	.	-	.	intergenic RNA (predicted)	SPNCRNA.602	.	.	1
chr1	geneDB	gene	51158	51583	.	+	.	non-coding RNA, poly(A)-bearing RNA (predicted)	SPNCRNA.19	.	.	1
chr1	geneDB	CDS	51158	51583	.	+	.	non-coding RNA, poly(A)-bearing RNA (predicted)	SPNCRNA.19	.	.	1
chr1	geneDB	gene	50946	53858	.	+	.	No comment	SPAC977.10	.	.	1
chr1	geneDB	CDS	50946	53858	.	+	.	No comment	SPAC977.10	.	.	1
chr1	geneDB	gene	55059	56308	.	+	.	No comment	SPAC977.11	mRNA from AU013094	.	1
chr1	geneDB	CDS	55059	56308	.	+	.	No comment	SPAC977.11	mRNA from AU013094	.	1
chr1	geneDB	gene	56373	57736	.	+	.	No comment	SPAC977.12	.	.	1
chr1	geneDB	CDS	56373	57736	.	+	.	No comment	SPAC977.12	.	.	1
chr1	geneDB	gene	58277	59105	.	-	.	hydrolase, pseudogene	SPAC977.13c	4 frameshifts	.	1
chr1	geneDB	CDS	58277	59105	.	-	.	hydrolase, pseudogene	SPAC977.13c	4 frameshifts	.	1
chr1	geneDB	gene	59614	60907	.	-	.	No comment	SPAC977.14c	mRNA from AU007498	.	1
chr1	geneDB	CDS	59614	60907	.	-	.	No comment	SPAC977.14c	mRNA from AU007498	.	1
chr1	geneDB	gene	62961	63862	.	+	.	No comment	SPAC977.15	.	.	1
chr1	geneDB	CDS	62961	63862	.	+	.	No comment	SPAC977.15	.	.	1
chr1	geneDB	gene	64559	66980	.	-	.	No comment	SPAC977.16c	.	.	1
chr1	geneDB	CDS	64559	66980	.	-	.	No comment	SPAC977.16c	.	.	1
chr1	geneDB	gene	66219	69821	.	+	.	No comment	SPAC977.17	.	.	1
chr1	geneDB	CDS	66219	69821	.	+	.	No comment	SPAC977.17	.	.	1
chr1	geneDB	gene	71030	71470	.	+	.	non-coding RNA (predicted)	SPNCRNA.137	longest ORF with methionine is 34 amino acids	.	1
chr1	geneDB	CDS	71030	71470	.	+	.	non-coding RNA (predicted)	SPNCRNA.137	longest ORF with methionine is 34 amino acids	.	1
chr1	geneDB	gene	71982	72380	.	-	.	non-coding RNA,poly(A)-bearing (predicted)	SPNCRNA.37	.	.	1
chr1	geneDB	CDS	71982	72380	.	-	.	non-coding RNA,poly(A)-bearing (predicted)	SPNCRNA.37	.	.	1
chr1	geneDB	gene	72344	72414	.	+	.	non-coding RNA (predicted)	SPNCRNA.83	Small duplicated region as identified by independent cDNAs AU009231 cDNA, clone and spc04643 AU009540, clone spc05042, also shows 78/95 (82%)conservation between SPAC4F8 Z98530 S.pombe chromosome I cosmid c4F8, and 84/95 (88%) conservation between MISPLSUR X06597 Fission yeast mtDNA for LSU rRNA gene	.	1
chr1	geneDB	CDS	72344	72414	.	+	.	non-coding RNA (predicted)	SPNCRNA.83	Small duplicated region as identified by independent cDNAs AU009231 cDNA, clone and spc04643 AU009540, clone spc05042, also shows 78/95 (82%)conservation between SPAC4F8 Z98530 S.pombe chromosome I cosmid c4F8, and 84/95 (88%) conservation between MISPLSUR X06597 Fission yeast mtDNA for LSU rRNA gene	.	1
chr1	geneDB	gene	74452	76721	.	-	.	No comment	SPAPJ695.02	.	.	1
chr1	geneDB	CDS	74452	76721	.	-	.	No comment	SPAPJ695.02	.	.	1
chr1	geneDB	gene	77480	78066	.	-	.	No comment	SPAPJ695.01c	.	.	1
chr1	geneDB	CDS	77480	78066	.	-	.	No comment	SPAPJ695.01c	.	.	1
chr1	geneDB	gene	79209	79317	.	+	.	non-coding RNA (predicted)	SPNCRNA.138	longest ORF with methionine is 14 amino acids	.	1
chr1	geneDB	CDS	79209	79317	.	+	.	non-coding RNA (predicted)	SPNCRNA.138	longest ORF with methionine is 14 amino acids	.	1
chr1	geneDB	gene	79543	79628	.	+	.	non-coding RNA (predicted)	SPNCRNA.76	Small duplicated region as marked by 2 independent cDNAs AU010317 clone spc05710 and AU007551 clone spc02188, also hits 4376 4461 MISPCG X54421 S. pombe complete mitochondrial genome and MISPRNS X15738 Fission yeast mitDNA for small ribosomal RNA	.	1
chr1	geneDB	CDS	79543	79628	.	+	.	non-coding RNA (predicted)	SPNCRNA.76	Small duplicated region as marked by 2 independent cDNAs AU010317 clone spc05710 and AU007551 clone spc02188, also hits 4376 4461 MISPCG X54421 S. pombe complete mitochondrial genome and MISPRNS X15738 Fission yeast mitDNA for small ribosomal RNA	.	1
chr1	geneDB	gene	81468	82345	.	-	.	intergenic RNA (predicted)	SPNCRNA.603	.	.	1
chr1	geneDB	CDS	81468	82345	.	-	.	intergenic RNA (predicted)	SPNCRNA.603	.	.	1
chr1	geneDB	gene	82746	84786	.	+	.	No comment	SPAC1F8.01	mRNA from AF017180	.	1
chr1	geneDB	CDS	82746	84786	.	+	.	No comment	SPAC1F8.01	mRNA from AF017180	.	1
chr1	geneDB	gene	85566	86324	.	-	.	No comment	SPAC1F8.02c	.	.	1
chr1	geneDB	CDS	85566	86324	.	-	.	No comment	SPAC1F8.02c	.	.	1
chr1	geneDB	gene	88201	90300	.	-	.	No comment	SPAC1F8.03c	.	.	1
chr1	geneDB	CDS	88201	90300	.	-	.	No comment	SPAC1F8.03c	.	.	1
chr1	geneDB	gene	90681	91753	.	-	.	intergenic RNA (predicted)	SPNCRNA.604	.	.	1
chr1	geneDB	CDS	90681	91753	.	-	.	intergenic RNA (predicted)	SPNCRNA.604	.	.	1
chr1	geneDB	gene	90868	91753	.	+	.	non-coding RNA (predicted)	SPNCRNA.139	longest ORF with methionine is 38 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	90868	91753	.	+	.	non-coding RNA (predicted)	SPNCRNA.139	longest ORF with methionine is 38 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	gene	90949	94038	.	+	.	antisense RNA (predicted)	SPNCRNA.605	.	.	1
chr1	geneDB	CDS	90949	94038	.	+	.	antisense RNA (predicted)	SPNCRNA.605	.	.	1
chr1	geneDB	gene	92387	93931	.	-	.	No comment	SPAC1F8.04c	.	.	1
chr1	geneDB	CDS	92387	93931	.	-	.	No comment	SPAC1F8.04c	.	.	1
chr1	geneDB	gene	95159	96525	.	-	.	antisense RNA (predicted)	SPNCRNA.606	.	.	1
chr1	geneDB	CDS	95159	96525	.	-	.	antisense RNA (predicted)	SPNCRNA.606	.	.	1
chr1	geneDB	gene	95961	96966	.	+	.	No comment	SPAC1F8.05	mRNA from SPORF1 2 245	.	1
chr1	geneDB	CDS	95961	96966	.	+	.	No comment	SPAC1F8.05	mRNA from SPORF1 2 245	.	1
chr1	geneDB	gene	99046	101140	.	-	.	antisense RNA (predicted)	SPNCRNA.607	.	.	1
chr1	geneDB	CDS	99046	101140	.	-	.	antisense RNA (predicted)	SPNCRNA.607	.	.	1
chr1	geneDB	gene	99871	101431	.	+	.	No comment	SPAC1F8.06	.	.	1
chr1	geneDB	CDS	99871	101431	.	+	.	No comment	SPAC1F8.06	.	.	1
chr1	geneDB	gene	101715	103594	.	-	.	No comment	SPAC1F8.07c	mRNA from AU011749	.	1
chr1	geneDB	CDS	101715	103594	.	-	.	No comment	SPAC1F8.07c	mRNA from AU011749	.	1
chr1	geneDB	gene	103941	104953	.	+	.	sequence orphan	SPAC1F8.08	.	.	1
chr1	geneDB	CDS	103941	104953	.	+	.	sequence orphan	SPAC1F8.08	.	.	1
chr1	geneDB	gene	106893	108361	.	+	.	No comment	SPAC11D3.19	.	.	1
chr1	geneDB	CDS	106893	108361	.	+	.	No comment	SPAC11D3.19	.	.	1
chr1	geneDB	gene	108732	109195	.	-	.	No comment	SPAC11D3.01c	.	.	1
chr1	geneDB	CDS	108732	109195	.	-	.	No comment	SPAC11D3.01c	.	.	1
chr1	geneDB	gene	109628	112377	.	+	.	antisense RNA (predicted)	SPNCRNA.608	.	.	1
chr1	geneDB	CDS	109628	112377	.	+	.	antisense RNA (predicted)	SPNCRNA.608	.	.	1
chr1	geneDB	gene	109829	110455	.	-	.	ELLA family acetyltransferase (predicted)	SPAC11D3.02c	.	.	1
chr1	geneDB	CDS	109829	110455	.	-	.	ELLA family acetyltransferase (predicted)	SPAC11D3.02c	.	.	1
chr1	geneDB	gene	110904	112499	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	CDS	110904	112499	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	gene	112514	114445	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	CDS	112514	114445	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	gene	113950	115962	.	+	.	No comment	SPAC11D3.05	.	.	1
chr1	geneDB	CDS	113950	115962	.	+	.	No comment	SPAC11D3.05	.	.	1
chr1	geneDB	gene	116331	118189	.	+	.	No comment	SPAC11D3.06	.	.	1
chr1	geneDB	CDS	116331	118189	.	+	.	No comment	SPAC11D3.06	.	.	1
chr1	geneDB	gene	116054	120309	.	-	.	No comment	SPAC11D3.07c	.	.	1
chr1	geneDB	CDS	116054	120309	.	-	.	No comment	SPAC11D3.07c	.	.	1
chr1	geneDB	gene	120321	123785	.	-	.	No comment	SPAC11D3.08c	.	.	1
chr1	geneDB	CDS	120321	123785	.	-	.	No comment	SPAC11D3.08c	.	.	1
chr1	geneDB	gene	122187	124116	.	+	.	No comment	SPAC11D3.09	.	.	1
chr1	geneDB	CDS	122187	124116	.	+	.	No comment	SPAC11D3.09	.	.	1
chr1	geneDB	gene	124907	129053	.	+	.	No comment	SPAC11D3.10	.	.	1
chr1	geneDB	CDS	124907	129053	.	+	.	No comment	SPAC11D3.10	.	.	1
chr1	geneDB	gene	126951	129316	.	-	.	No comment	SPAC11D3.11c	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exactrefined to match gene structure in PMID:21270388	.	1
chr1	geneDB	CDS	126951	129316	.	-	.	No comment	SPAC11D3.11c	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exactrefined to match gene structure in PMID:21270388	.	1
chr1	geneDB	gene	130148	131268	.	+	.	No comment	SPAC11D3.13	.	.	1
chr1	geneDB	CDS	130148	131268	.	+	.	No comment	SPAC11D3.13	.	.	1
chr1	geneDB	gene	131203	135541	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.609	.	.	1
chr1	geneDB	CDS	131203	135541	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.609	.	.	1
chr1	geneDB	gene	131190	135736	.	-	.	No comment	SPAC11D3.14c	.	.	1
chr1	geneDB	CDS	131190	135736	.	-	.	No comment	SPAC11D3.14c	.	.	1
chr1	geneDB	gene	135569	135926	.	+	.	non-coding RNA (predicted)	SPNCRNA.147	longest ORF with methionine is 0 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	135569	135926	.	+	.	non-coding RNA (predicted)	SPNCRNA.147	longest ORF with methionine is 0 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	gene	136274	137355	.	-	.	antisense RNA (predicted)	SPNCRNA.610	.	.	1
chr1	geneDB	CDS	136274	137355	.	-	.	antisense RNA (predicted)	SPNCRNA.610	.	.	1
chr1	geneDB	gene	136139	140365	.	+	.	No comment	SPAC11D3.15	.	.	1
chr1	geneDB	CDS	136139	140365	.	+	.	No comment	SPAC11D3.15	.	.	1
chr1	geneDB	gene	140381	141653	.	-	.	No comment	SPAC11D3.16c	.	.	1
chr1	geneDB	CDS	140381	141653	.	-	.	No comment	SPAC11D3.16c	.	.	1
chr1	geneDB	gene	141199	144768	.	+	.	No comment	SPAC11D3.17	.	.	1
chr1	geneDB	CDS	141199	144768	.	+	.	No comment	SPAC11D3.17	.	.	1
chr1	geneDB	gene	144733	146501	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.611	.	.	1
chr1	geneDB	CDS	144733	146501	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.611	.	.	1
chr1	geneDB	gene	144819	146935	.	-	.	No comment	SPAC11D3.18c	.	.	1
chr1	geneDB	CDS	144819	146935	.	-	.	No comment	SPAC11D3.18c	.	.	1
chr1	geneDB	gene	146871	148041	.	-	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.612	.	.	1
chr1	geneDB	CDS	146871	148041	.	-	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.612	.	.	1
chr1	geneDB	gene	146974	148055	.	+	.	DUF1445 family protein	SPAC5H10.01	.	.	1
chr1	geneDB	CDS	146974	148055	.	+	.	DUF1445 family protein	SPAC5H10.01	.	.	1
chr1	geneDB	gene	148038	150331	.	-	.	No comment	SPAC5H10.02c	.	.	1
chr1	geneDB	CDS	148038	150331	.	-	.	No comment	SPAC5H10.02c	.	.	1
chr1	geneDB	gene	148362	149005	.	+	.	antisense RNA (predicted)	SPNCRNA.613	.	.	1
chr1	geneDB	CDS	148362	149005	.	+	.	antisense RNA (predicted)	SPNCRNA.613	.	.	1
chr1	geneDB	gene	149658	149776	.	+	.	5S rRNA	SPRRNA.10	.	.	1
chr1	geneDB	CDS	149658	149776	.	+	.	5S rRNA	SPRRNA.10	.	.	1
chr1	geneDB	gene	149446	152909	.	+	.	No comment	SPAC5H10.03	.	.	1
chr1	geneDB	CDS	149446	152909	.	+	.	No comment	SPAC5H10.03	.	.	1
chr1	geneDB	gene	152851	155515	.	+	.	No comment	SPAC5H10.04	.	.	1
chr1	geneDB	CDS	152851	155515	.	+	.	No comment	SPAC5H10.04	.	.	1
chr1	geneDB	gene	153070	155583	.	-	.	No comment	SPAC5H10.05c	.	.	1
chr1	geneDB	CDS	153070	155583	.	-	.	No comment	SPAC5H10.05c	.	.	1
chr1	geneDB	gene	156430	158279	.	-	.	No comment	SPAC5H10.06c	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exact	.	1
chr1	geneDB	CDS	156430	158279	.	-	.	No comment	SPAC5H10.06c	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exact	.	1
chr1	geneDB	gene	158777	159472	.	+	.	No comment	SPAC5H10.07	.	.	1
chr1	geneDB	CDS	158777	159472	.	+	.	No comment	SPAC5H10.07	.	.	1
chr1	geneDB	gene	159880	160945	.	-	.	No comment	SPAC5H10.08c	mRNA from AU008147	.	1
chr1	geneDB	CDS	159880	160945	.	-	.	No comment	SPAC5H10.08c	mRNA from AU008147	.	1
chr1	geneDB	gene	160977	161822	.	-	.	3-methyl-2-oxobutanoatehydroxymethyltransferase(predicted)	SPAC5H10.09c	.	.	1
chr1	geneDB	CDS	160977	161822	.	-	.	3-methyl-2-oxobutanoatehydroxymethyltransferase(predicted)	SPAC5H10.09c	.	.	1
chr1	geneDB	gene	161072	162819	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.614	.	.	1
chr1	geneDB	CDS	161072	162819	.	+	.	antisense RNA (predicted), possible alternative UTR	SPNCRNA.614	.	.	1
chr1	geneDB	gene	162257	164455	.	-	.	antisense RNA (predicted)	SPNCRNA.615	.	.	1
chr1	geneDB	CDS	162257	164455	.	-	.	antisense RNA (predicted)	SPNCRNA.615	.	.	1
chr1	geneDB	gene	162756	164635	.	+	.	No comment	SPAC5H10.10	.	.	1
chr1	geneDB	CDS	162756	164635	.	+	.	No comment	SPAC5H10.10	.	.	1
chr1	geneDB	gene	164570	166335	.	+	.	No comment	SPAC5H10.11	.	.	1
chr1	geneDB	CDS	164570	166335	.	+	.	No comment	SPAC5H10.11	.	.	1
chr1	geneDB	gene	165814	167826	.	-	.	No comment	SPAC5H10.12c	.	.	1
chr1	geneDB	CDS	165814	167826	.	-	.	No comment	SPAC5H10.12c	.	.	1
chr1	geneDB	gene	166583	167280	.	+	.	antisense RNA (predicted)	SPNCRNA.616	.	.	1
chr1	geneDB	CDS	166583	167280	.	+	.	antisense RNA (predicted)	SPNCRNA.616	.	.	1
chr1	geneDB	gene	167766	170137	.	-	.	No comment	SPAC5H10.13c	.	.	1
chr1	geneDB	CDS	167766	170137	.	-	.	No comment	SPAC5H10.13c	.	.	1
chr1	geneDB	gene	170237	174473	.	+	.	antisense RNA (predicted)	SPNCRNA.617	.	.	1
chr1	geneDB	CDS	170237	174473	.	+	.	antisense RNA (predicted)	SPNCRNA.617	.	.	1
chr1	geneDB	gene	170709	170856	.	+	.	small nucleolar RNA snR97	SPSNORNA.49	.	.	1
chr1	geneDB	CDS	170709	170856	.	+	.	small nucleolar RNA snR97	SPSNORNA.49	.	.	1
chr1	geneDB	gene	170489	174701	.	-	.	No comment	SPAC13G6.01c	.	.	1
chr1	geneDB	CDS	170489	174701	.	-	.	No comment	SPAC13G6.01c	.	.	1
chr1	geneDB	gene	174865	176655	.	-	.	No comment	SPAC13G6.02c	.	.	1
chr1	geneDB	CDS	174865	176655	.	-	.	No comment	SPAC13G6.02c	.	.	1
chr1	geneDB	gene	175923	176736	.	+	.	non-coding RNA (predicted)	SPNCRNA.141	longest ORF with methionine is 48 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	175923	176736	.	+	.	non-coding RNA (predicted)	SPNCRNA.141	longest ORF with methionine is 48 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	gene	176878	177943	.	-	.	antisense RNA (predicted)	SPNCRNA.618	.	.	1
chr1	geneDB	CDS	176878	177943	.	-	.	antisense RNA (predicted)	SPNCRNA.618	.	.	1
chr1	geneDB	gene	175890	180028	.	+	.	No comment	SPAC13G6.03	.	.	1
chr1	geneDB	CDS	175890	180028	.	+	.	No comment	SPAC13G6.03	.	.	1
chr1	geneDB	gene	180272	181069	.	+	.	No comment	SPAC13G6.04	.	.	1
chr1	geneDB	CDS	180272	181069	.	+	.	No comment	SPAC13G6.04	.	.	1
chr1	geneDB	gene	180903	182254	.	-	.	No comment	SPAC13G6.05c	mRNA from spc00076	.	1
chr1	geneDB	CDS	180903	182254	.	-	.	No comment	SPAC13G6.05c	mRNA from spc00076	.	1
chr1	geneDB	gene	182337	186358	.	-	.	No comment	SPAC13G6.06c	.	.	1
chr1	geneDB	CDS	182337	186358	.	-	.	No comment	SPAC13G6.06c	.	.	1
chr1	geneDB	gene	186314	187683	.	-	.	No comment	SPAC13G6.07c	.	.	1
chr1	geneDB	CDS	186314	187683	.	-	.	No comment	SPAC13G6.07c	.	.	1
chr1	geneDB	gene	187701	190031	.	+	.	No comment	SPAC13G6.08	.	.	1
chr1	geneDB	CDS	187701	190031	.	+	.	No comment	SPAC13G6.08	.	.	1
chr1	geneDB	gene	188450	190474	.	-	.	antisense RNA (predicted)	SPNCRNA.619	.	.	1
chr1	geneDB	CDS	188450	190474	.	-	.	antisense RNA (predicted)	SPNCRNA.619	.	.	1
chr1	geneDB	gene	190192	191947	.	+	.	No comment	SPAC13G6.09	.	.	1
chr1	geneDB	CDS	190192	191947	.	+	.	No comment	SPAC13G6.09	.	.	1
chr1	geneDB	gene	191928	194053	.	-	.	No comment	SPAC13G6.10c	mRNA from AU011742	.	1
chr1	geneDB	CDS	191928	194053	.	-	.	No comment	SPAC13G6.10c	mRNA from AU011742	.	1
chr1	geneDB	gene	194099	195626	.	-	.	No comment	SPAC13G6.11c	.	.	1
chr1	geneDB	CDS	194099	195626	.	-	.	No comment	SPAC13G6.11c	.	.	1
chr1	geneDB	gene	195940	199051	.	-	.	No comment	SPAC13G6.12c	.	.	1
chr1	geneDB	CDS	195940	199051	.	-	.	No comment	SPAC13G6.12c	.	.	1
chr1	geneDB	gene	198884	199231	.	+	.	sequence orphan	SPAC13G6.13	.	.	1
chr1	geneDB	CDS	198884	199231	.	+	.	sequence orphan	SPAC13G6.13	.	.	1
chr1	geneDB	gene	199874	200587	.	-	.	antisense RNA (predicted)	SPNCRNA.620	.	.	1
chr1	geneDB	CDS	199874	200587	.	-	.	antisense RNA (predicted)	SPNCRNA.620	.	.	1
chr1	geneDB	gene	200121	201517	.	+	.	No comment	SPAC13G6.14	mRNA from AU008141	.	1
chr1	geneDB	CDS	200121	201517	.	+	.	No comment	SPAC13G6.14	mRNA from AU008141	.	1
chr1	geneDB	gene	201729	203346	.	-	.	No comment	SPAC13G6.15c	.	.	1
chr1	geneDB	CDS	201729	203346	.	-	.	No comment	SPAC13G6.15c	.	.	1
chr1	geneDB	gene	203597	204322	.	-	.	intergenic RNA (predicted)	SPNCRNA.621	.	.	1
chr1	geneDB	CDS	203597	204322	.	-	.	intergenic RNA (predicted)	SPNCRNA.621	.	.	1
chr1	geneDB	gene	204386	206081	.	+	.	No comment	SPAC24B11.05	.	.	1
chr1	geneDB	CDS	204386	206081	.	+	.	No comment	SPAC24B11.05	.	.	1
chr1	geneDB	gene	206775	209401	.	+	.	antisense RNA (predicted)	SPNCRNA.622	.	.	1
chr1	geneDB	CDS	206775	209401	.	+	.	antisense RNA (predicted)	SPNCRNA.622	.	.	1
chr1	geneDB	gene	206476	208044	.	-	.	No comment	SPAC24B11.06c	mRNA from SP26739	.	1
chr1	geneDB	CDS	206476	208044	.	-	.	No comment	SPAC24B11.06c	mRNA from SP26739	.	1
chr1	geneDB	gene	208839	211275	.	-	.	No comment	SPAC24B11.07c	.	.	1
chr1	geneDB	CDS	208839	211275	.	-	.	No comment	SPAC24B11.07c	.	.	1
chr1	geneDB	gene	211714	213591	.	-	.	No comment	SPAC24B11.08c	mRNA from AU006556	.	1
chr1	geneDB	CDS	211714	213591	.	-	.	No comment	SPAC24B11.08c	mRNA from AU006556	.	1
chr1	geneDB	gene	213527	215928	.	-	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.623	.	.	1
chr1	geneDB	CDS	213527	215928	.	-	.	intergenic RNA (predicted), possible alternative UTR	SPNCRNA.623	.	.	1
chr1	geneDB	gene	213841	214818	.	+	.	non-coding RNA (predicted)	SPNCRNA.142	warning, this transcript could be on either strand	.	1
chr1	geneDB	CDS	213841	214818	.	+	.	non-coding RNA (predicted)	SPNCRNA.142	warning, this transcript could be on either strand	.	1
chr1	geneDB	gene	214093	216962	.	+	.	No comment	SPAC24B11.09	.	.	1
chr1	geneDB	CDS	214093	216962	.	+	.	No comment	SPAC24B11.09	.	.	1
chr1	geneDB	gene	218260	221562	.	-	.	No comment	SPAC24B11.10c	.	.	1
