seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	geneDB	CDS	27353	27763	.	-	.	sequence orphan	SPAC212.02	.	.	1
chr1	geneDB	gene	28124	28480	.	+	.	No comment	LTR	524 (-1) 1 354 Tf1-type LTR	.	1
chr1	geneDB	LTR	28124	28480	.	+	.	No comment	LTR	524 (-1) 1 354 Tf1-type LTR	.	1
chr1	geneDB	gene	28738	29638	.	+	.	S. pombe specific DUF999 family protein 2	SPAC212.01c	repeat expansion SQRSQRS	.	1
chr1	geneDB	CDS	28738	29227	.	+	.	S. pombe specific DUF999 family protein 2	SPAC212.01c	repeat expansion SQRSQRS	.	1
chr1	geneDB	intron	29227	29286	.	+	.	S. pombe specific DUF999 family protein 2	SPAC212.01c	repeat expansion SQRSQRS	.	1
chr1	geneDB	CDS	29286	29638	.	+	.	S. pombe specific DUF999 family protein 2	SPAC212.01c	repeat expansion SQRSQRS	.	1
chr1	geneDB	3'UTR	29639	29657	.	+	.	No comment	SPAC212.01c	.	.	1
chr1	geneDB	gap	29664	29763	.	+	.	No comment	gap	.	.	1
chr1	geneDB	gene	29764	30716	.	+	.	S. pombe specific 5Tm protein family	SPAC977.01	.	.	1
chr1	geneDB	CDS	29764	30716	.	+	.	S. pombe specific 5Tm protein family	SPAC977.01	.	.	1
chr1	geneDB	3'UTR	30717	31069	.	+	.	No comment	SPAC977.01	.	.	1
chr1	geneDB	3'UTR	31140	31326	.	-	.	No comment	SPAC977.18	.	.	1
chr1	geneDB	gene	31327	32187	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	CDS	31327	31557	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	intron	31557	31768	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	CDS	31768	31913	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	intron	31913	32163	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	CDS	32163	32187	.	-	.	conserved fungal protein	SPAC977.18	.	.	1
chr1	geneDB	5'UTR	32034	32229	.	+	.	No comment	SPAC977.02	.	.	1
chr1	geneDB	5'UTR	32188	32345	.	-	.	No comment	SPAC977.18	.	.	1
chr1	geneDB	gene	32230	32670	.	+	.	S. pombe specific 5Tm protein family	SPAC977.02	.	.	1
chr1	geneDB	CDS	32230	32670	.	+	.	S. pombe specific 5Tm protein family	SPAC977.02	.	.	1
chr1	geneDB	3'UTR	32671	33012	.	+	.	No comment	SPAC977.02	.	.	1
chr1	geneDB	gene	32863	33057	.	-	.	No comment	LTR	Tf2-type LTR	.	1
chr1	geneDB	LTR	32863	33057	.	-	.	No comment	LTR	Tf2-type LTR	.	1
chr1	geneDB	gene	33835	34272	.	+	.	methyltransferase (predicted)	SPAC977.03	.	.	1
chr1	geneDB	CDS	33835	34272	.	+	.	methyltransferase (predicted)	SPAC977.03	.	.	1
chr1	geneDB	5'UTR	34298	34348	.	+	.	No comment	SPAC977.04	.	.	1
chr1	geneDB	gene	34349	34816	.	+	.	truncated C terminal region of membrane transporter	SPAC977.04	.	.	1
chr1	geneDB	CDS	34349	34816	.	+	.	truncated C terminal region of membrane transporter	SPAC977.04	.	.	1
chr1	geneDB	3'UTR	34817	34978	.	+	.	No comment	SPAC977.04	.	.	1
chr1	geneDB	gene	35768	36382	.	-	.	conserved fungal family	SPAC977.05c	.	.	1
chr1	geneDB	CDS	35768	36382	.	-	.	conserved fungal family	SPAC977.05c	.	.	1
chr1	geneDB	5'UTR	39416	39430	.	+	.	No comment	SPAC977.06	.	.	1
chr1	geneDB	gene	39431	40050	.	+	.	S. pombe specific DUF999 family protein 3	SPAC977.06	.	.	1
chr1	geneDB	CDS	39431	39848	.	+	.	S. pombe specific DUF999 family protein 3	SPAC977.06	.	.	1
chr1	geneDB	intron	39848	39899	.	+	.	S. pombe specific DUF999 family protein 3	SPAC977.06	.	.	1
chr1	geneDB	CDS	39899	40050	.	+	.	S. pombe specific DUF999 family protein 3	SPAC977.06	.	.	1
chr1	geneDB	3'UTR	40051	40072	.	+	.	No comment	SPAC977.06	.	.	1
chr1	geneDB	gene	40795	41489	.	+	.	non-coding RNA (predicted)	SPNCRNA.136	.	.	1
chr1	geneDB	misc_RNA	40795	41489	.	+	.	non-coding RNA (predicted)	SPNCRNA.136	.	.	1
chr1	geneDB	gene	40916	41770	.	-	.	intergenic RNA (predicted)	SPNCRNA.601	.	.	1
chr1	geneDB	misc_RNA	40916	41770	.	-	.	intergenic RNA (predicted)	SPNCRNA.601	.	.	1
chr1	geneDB	gene	42057	43307	.	-	.	cell surface glycoprotein (predicted)	SPAC977.07c	.	.	1
chr1	geneDB	CDS	42057	43307	.	-	.	cell surface glycoprotein (predicted)	SPAC977.07c	.	.	1
chr1	geneDB	repeat_region	43336	43366	.	+	.	No comment	repeat_region	(a)31	.	1
chr1	geneDB	5'UTR	44644	44703	.	+	.	No comment	SPAC977.08	.	.	1
chr1	geneDB	gene	44704	45414	.	+	.	short chain dehydrogenase (predicted)	SPAC977.08	.	.	1
chr1	geneDB	CDS	44704	45414	.	+	.	short chain dehydrogenase (predicted)	SPAC977.08	.	.	1
chr1	geneDB	3'UTR	45415	45468	.	+	.	No comment	SPAC977.08	.	.	1
chr1	geneDB	3'UTR	45875	46074	.	-	.	No comment	SPAC977.09c	mRNA from SPD183	.	1
chr1	geneDB	gene	46075	48160	.	-	.	phospholipase (predicted)	SPAC977.09c	.	.	1
chr1	geneDB	CDS	46075	46143	.	-	.	phospholipase (predicted)	SPAC977.09c	.	.	1
chr1	geneDB	intron	46143	46208	.	-	.	phospholipase (predicted)	SPAC977.09c	.	.	1
chr1	geneDB	CDS	46208	48160	.	-	.	phospholipase (predicted)	SPAC977.09c	.	.	1
chr1	geneDB	5'UTR	48161	48399	.	-	.	No comment	SPAC977.09c	.	.	1
chr1	geneDB	gene	50851	51545	.	-	.	intergenic RNA (predicted)	SPNCRNA.602	.	.	1
chr1	geneDB	misc_RNA	50851	51545	.	-	.	intergenic RNA (predicted)	SPNCRNA.602	.	.	1
chr1	geneDB	5'UTR	50946	51891	.	+	.	No comment	SPAC977.10	.	.	1
chr1	geneDB	gene	51158	51583	.	+	.	non-coding RNA, poly(A)-bearing RNA (predicted)	SPNCRNA.19	.	.	1
chr1	geneDB	misc_RNA	51158	51583	.	+	.	non-coding RNA, poly(A)-bearing RNA (predicted)	SPNCRNA.19	.	.	1
chr1	geneDB	gene	52117	53600	.	+	.	plasma membrane sodium ion/proton antiporter Sod2	SPAC977.10	.	.	1
chr1	geneDB	CDS	52117	52240	.	+	.	plasma membrane sodium ion/proton antiporter Sod2	SPAC977.10	.	.	1
chr1	geneDB	intron	52240	52318	.	+	.	plasma membrane sodium ion/proton antiporter Sod2	SPAC977.10	.	.	1
chr1	geneDB	CDS	52318	53600	.	+	.	plasma membrane sodium ion/proton antiporter Sod2	SPAC977.10	.	.	1
chr1	geneDB	3'UTR	53601	53858	.	+	.	No comment	SPAC977.10	mRNA from AU010734	.	1
chr1	geneDB	gene	54499	54854	.	+	.	No comment	LTR	Tf1-type LTR	.	1
chr1	geneDB	LTR	54499	54854	.	+	.	No comment	LTR	Tf1-type LTR	.	1
chr1	geneDB	5'UTR	55059	55273	.	+	.	No comment	SPAC977.11	mRNA from AU013094	.	1
chr1	geneDB	repeat_region	55264	57914	.	+	.	No comment	repeat_region	duplicated in pB8B6	.	1
chr1	geneDB	gene	55274	56209	.	+	.	CRCB domain protein	SPAC977.11	.	.	1
chr1	geneDB	CDS	55274	56209	.	+	.	CRCB domain protein	SPAC977.11	.	.	1
chr1	geneDB	3'UTR	56210	56308	.	+	.	No comment	SPAC977.11	mRNA from AU013226	.	1
chr1	geneDB	5'UTR	56373	56491	.	+	.	No comment	SPAC977.12	.	.	1
chr1	geneDB	gene	56492	57562	.	+	.	L-asparaginase (predicted)	SPAC977.12	.	.	1
chr1	geneDB	CDS	56492	57562	.	+	.	L-asparaginase (predicted)	SPAC977.12	.	.	1
chr1	geneDB	3'UTR	57563	57736	.	+	.	No comment	SPAC977.12	mRNA from AU009839	.	1
chr1	geneDB	gene	58277	59105	.	-	.	hydrolase, pseudogene	SPAC977.13c	4 frameshifts	.	1
chr1	geneDB	CDS	58277	59105	.	-	.	hydrolase, pseudogene	SPAC977.13c	4 frameshifts	.	1
chr1	geneDB	repeat_region	59436	59486	.	+	.	No comment	repeat_region	(ttattttaagttttgtc)3	.	1
chr1	geneDB	repeat_region	59604	60792	.	-	.	No comment	repeat_region	region duplicated in SPAC750 S. pombe chromosome 1; appears to be pseudo in c750 as CDS has no initiator methionine	.	1
chr1	geneDB	3'UTR	59614	59714	.	-	.	No comment	SPAC977.14c	mRNA from AU007498	.	1
chr1	geneDB	gene	59715	60770	.	-	.	aldo/keto reductase, unknown biological role	SPAC977.14c	.	.	1
chr1	geneDB	CDS	59715	60770	.	-	.	aldo/keto reductase, unknown biological role	SPAC977.14c	.	.	1
chr1	geneDB	5'UTR	60771	60907	.	-	.	No comment	SPAC977.14c	.	.	1
chr1	geneDB	5'UTR	62961	62988	.	+	.	No comment	SPAC977.15	.	.	1
chr1	geneDB	gene	62989	63732	.	+	.	dienelactone hydrolase family	SPAC977.15	.	.	1
chr1	geneDB	CDS	62989	63732	.	+	.	dienelactone hydrolase family	SPAC977.15	.	.	1
chr1	geneDB	3'UTR	63733	63862	.	+	.	No comment	SPAC977.15	.	.	1
chr1	geneDB	3'UTR	64559	64903	.	-	.	No comment	SPAC977.16c	.	.	1
chr1	geneDB	gene	64904	66679	.	-	.	dihydroxyacetone kinase Dak2	SPAC977.16c	.	.	1
chr1	geneDB	CDS	64904	66679	.	-	.	dihydroxyacetone kinase Dak2	SPAC977.16c	.	.	1
chr1	geneDB	5'UTR	66219	67142	.	+	.	No comment	SPAC977.17	.	.	1
chr1	geneDB	5'UTR	66848	66980	.	-	.	No comment	SPAC977.16c	.	.	1
chr1	geneDB	gene	67143	68939	.	+	.	MIP water channel (predicted)	SPAC977.17	.	.	1
chr1	geneDB	CDS	67143	68939	.	+	.	MIP water channel (predicted)	SPAC977.17	.	.	1
chr1	geneDB	3'UTR	68940	69821	.	+	.	No comment	SPAC977.17	.	.	1
chr1	geneDB	gene	71030	71470	.	+	.	non-coding RNA (predicted)	SPNCRNA.137	longest ORF with methionine is 34 amino acids	.	1
chr1	geneDB	misc_RNA	71030	71470	.	+	.	non-coding RNA (predicted)	SPNCRNA.137	longest ORF with methionine is 34 amino acids	.	1
chr1	geneDB	gene	71982	72380	.	-	.	non-coding RNA,poly(A)-bearing (predicted)	SPNCRNA.37	.	.	1
chr1	geneDB	misc_RNA	71982	72380	.	-	.	non-coding RNA,poly(A)-bearing (predicted)	SPNCRNA.37	.	.	1
chr1	geneDB	gene	72344	72414	.	+	.	non-coding RNA (predicted)	SPNCRNA.83	Small duplicated region as identified by independent cDNAs AU009231 cDNA, clone and spc04643 AU009540, clone spc05042, also shows 78/95 (82%)conservation between SPAC4F8 Z98530 S.pombe chromosome I cosmid c4F8, and 84/95 (88%) conservation between MISPLSUR X06597 Fission yeast mtDNA for LSU rRNA gene	.	1
chr1	geneDB	misc_RNA	72344	72414	.	+	.	non-coding RNA (predicted)	SPNCRNA.83	Small duplicated region as identified by independent cDNAs AU009231 cDNA, clone and spc04643 AU009540, clone spc05042, also shows 78/95 (82%)conservation between SPAC4F8 Z98530 S.pombe chromosome I cosmid c4F8, and 84/95 (88%) conservation between MISPLSUR X06597 Fission yeast mtDNA for LSU rRNA gene	.	1
chr1	geneDB	gene	73709	73977	.	-	.	No comment	LTR	.	.	1
chr1	geneDB	LTR	73709	73977	.	-	.	No comment	LTR	.	.	1
chr1	geneDB	gene	73945	74282	.	+	.	No comment	LTR	.	.	1
chr1	geneDB	LTR	73945	74282	.	+	.	No comment	LTR	.	.	1
chr1	geneDB	3'UTR	74452	75697	.	-	.	No comment	SPAPJ695.02	.	.	1
chr1	geneDB	gene	75698	75910	.	-	.	sequence orphan	SPAPJ695.02	.	.	1
chr1	geneDB	CDS	75698	75910	.	-	.	sequence orphan	SPAPJ695.02	.	.	1
chr1	geneDB	5'UTR	75911	76721	.	-	.	No comment	SPAPJ695.02	.	.	1
chr1	geneDB	3'UTR	77480	77577	.	-	.	No comment	SPAPJ695.01c	.	.	1
chr1	geneDB	gene	77578	77931	.	-	.	S. pombe specific UPF0321 family protein 3	SPAPJ695.01c	.	.	1
chr1	geneDB	CDS	77578	77931	.	-	.	S. pombe specific UPF0321 family protein 3	SPAPJ695.01c	.	.	1
chr1	geneDB	5'UTR	77932	78066	.	-	.	No comment	SPAPJ695.01c	.	.	1
chr1	geneDB	gene	79209	79317	.	+	.	non-coding RNA (predicted)	SPNCRNA.138	longest ORF with methionine is 14 amino acids	.	1
chr1	geneDB	misc_RNA	79209	79317	.	+	.	non-coding RNA (predicted)	SPNCRNA.138	longest ORF with methionine is 14 amino acids	.	1
chr1	geneDB	gene	79543	79628	.	+	.	non-coding RNA (predicted)	SPNCRNA.76	Small duplicated region as marked by 2 independent cDNAs AU010317 clone spc05710 and AU007551 clone spc02188, also hits 4376 4461 MISPCG X54421 S. pombe complete mitochondrial genome and MISPRNS X15738 Fission yeast mitDNA for small ribosomal RNA	.	1
chr1	geneDB	misc_RNA	79543	79628	.	+	.	non-coding RNA (predicted)	SPNCRNA.76	Small duplicated region as marked by 2 independent cDNAs AU010317 clone spc05710 and AU007551 clone spc02188, also hits 4376 4461 MISPCG X54421 S. pombe complete mitochondrial genome and MISPRNS X15738 Fission yeast mitDNA for small ribosomal RNA	.	1
chr1	geneDB	gene	79680	79768	.	-	.	No comment	LTR	fragment	.	1
chr1	geneDB	LTR	79680	79768	.	-	.	No comment	LTR	fragment	.	1
chr1	geneDB	gene	81468	82345	.	-	.	intergenic RNA (predicted)	SPNCRNA.603	.	.	1
chr1	geneDB	misc_RNA	81468	82345	.	-	.	intergenic RNA (predicted)	SPNCRNA.603	.	.	1
chr1	geneDB	5'UTR	82746	82935	.	+	.	No comment	SPAC1F8.01	mRNA from AF017180	.	1
chr1	geneDB	gene	82936	84603	.	+	.	hexose transporter Ght3	SPAC1F8.01	.	.	1
chr1	geneDB	CDS	82936	84603	.	+	.	hexose transporter Ght3	SPAC1F8.01	.	.	1
chr1	geneDB	3'UTR	84604	84786	.	+	.	No comment	SPAC1F8.01	.	.	1
chr1	geneDB	3'UTR	85566	85597	.	-	.	No comment	SPAC1F8.02c	.	.	1
chr1	geneDB	gene	85598	86278	.	-	.	sequence orphan	SPAC1F8.02c	.	.	1
chr1	geneDB	CDS	85598	86278	.	-	.	sequence orphan	SPAC1F8.02c	.	.	1
chr1	geneDB	5'UTR	86279	86324	.	-	.	No comment	SPAC1F8.02c	.	.	1
chr1	geneDB	3'UTR	88201	88366	.	-	.	No comment	SPAC1F8.03c	.	.	1
chr1	geneDB	gene	88367	90259	.	-	.	siderophore-iron transporter Str3	SPAC1F8.03c	.	.	1
chr1	geneDB	CDS	88367	90259	.	-	.	siderophore-iron transporter Str3	SPAC1F8.03c	.	.	1
chr1	geneDB	5'UTR	90260	90300	.	-	.	No comment	SPAC1F8.03c	.	.	1
chr1	geneDB	gene	90681	91753	.	-	.	intergenic RNA (predicted)	SPNCRNA.604	.	.	1
chr1	geneDB	misc_RNA	90681	91753	.	-	.	intergenic RNA (predicted)	SPNCRNA.604	.	.	1
chr1	geneDB	gene	90868	91753	.	+	.	non-coding RNA (predicted)	SPNCRNA.139	longest ORF with methionine is 38 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	misc_RNA	90868	91753	.	+	.	non-coding RNA (predicted)	SPNCRNA.139	longest ORF with methionine is 38 amino acidswarning, this transcript could be on either strand	.	1
chr1	geneDB	gene	90949	94038	.	+	.	antisense RNA (predicted)	SPNCRNA.605	.	.	1
chr1	geneDB	misc_RNA	90949	94038	.	+	.	antisense RNA (predicted)	SPNCRNA.605	.	.	1
chr1	geneDB	3'UTR	92387	92479	.	-	.	No comment	SPAC1F8.04c	.	.	1
chr1	geneDB	gene	92480	93871	.	-	.	hydrolase (predicted)	SPAC1F8.04c	.	.	1
chr1	geneDB	CDS	92480	93871	.	-	.	hydrolase (predicted)	SPAC1F8.04c	.	.	1
chr1	geneDB	5'UTR	93872	93931	.	-	.	No comment	SPAC1F8.04c	.	.	1
chr1	geneDB	gene	95159	96525	.	-	.	antisense RNA (predicted)	SPNCRNA.606	.	.	1
chr1	geneDB	misc_RNA	95159	96525	.	-	.	antisense RNA (predicted)	SPNCRNA.606	.	.	1
chr1	geneDB	5'UTR	95961	95999	.	+	.	No comment	SPAC1F8.05	mRNA from SPORF1 2 245	.	1
chr1	geneDB	gene	96000	96548	.	+	.	sequence orphan	SPAC1F8.05	.	.	1
chr1	geneDB	CDS	96000	96548	.	+	.	sequence orphan	SPAC1F8.05	.	.	1
chr1	geneDB	3'UTR	96549	96966	.	+	.	No comment	SPAC1F8.05	mRNA from SPORF1	.	1
chr1	geneDB	gene	98631	98942	.	+	.	No comment	LTR	.	.	1
chr1	geneDB	LTR	98631	98942	.	+	.	No comment	LTR	.	.	1
chr1	geneDB	gene	98988	99228	.	-	.	No comment	LTR	.	.	1
chr1	geneDB	LTR	98988	99228	.	-	.	No comment	LTR	.	.	1
chr1	geneDB	gene	99046	101140	.	-	.	antisense RNA (predicted)	SPNCRNA.607	.	.	1
chr1	geneDB	misc_RNA	99046	101140	.	-	.	antisense RNA (predicted)	SPNCRNA.607	.	.	1
chr1	geneDB	5'UTR	99871	100010	.	+	.	No comment	SPAC1F8.06	.	.	1
chr1	geneDB	gene	100011	101168	.	+	.	cell surface glycoprotein	SPAC1F8.06	.	.	1
chr1	geneDB	CDS	100011	101168	.	+	.	cell surface glycoprotein	SPAC1F8.06	.	.	1
chr1	geneDB	3'UTR	101169	101431	.	+	.	No comment	SPAC1F8.06	.	.	1
chr1	geneDB	3'UTR	101715	101835	.	-	.	No comment	SPAC1F8.07c	mRNA from AU011749	.	1
chr1	geneDB	gene	101836	103544	.	-	.	pyruvate decarboxylase (predicted)	SPAC1F8.07c	.	.	1
chr1	geneDB	CDS	101836	101869	.	-	.	pyruvate decarboxylase (predicted)	SPAC1F8.07c	.	.	1
chr1	geneDB	intron	101869	101872	.	-	.	pyruvate decarboxylase (predicted)	SPAC1F8.07c	.	.	1
chr1	geneDB	CDS	101872	103544	.	-	.	pyruvate decarboxylase (predicted)	SPAC1F8.07c	.	.	1
chr1	geneDB	5'UTR	103545	103594	.	-	.	No comment	SPAC1F8.07c	mRNA from SPD264	.	1
chr1	geneDB	gene	103941	104303	.	+	.	sequence orphan	SPAC1F8.08	.	.	1
chr1	geneDB	CDS	103941	104303	.	+	.	sequence orphan	SPAC1F8.08	.	.	1
chr1	geneDB	3'UTR	104304	104953	.	+	.	No comment	SPAC1F8.08	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exact	.	1
chr1	geneDB	gene	106349	106684	.	+	.	No comment	LTR	Tf2 type	.	1
chr1	geneDB	LTR	106349	106684	.	+	.	No comment	LTR	Tf2 type	.	1
chr1	geneDB	5'UTR	106893	106964	.	+	.	No comment	SPAC11D3.19	.	.	1
chr1	geneDB	gene	106965	107198	.	+	.	sequence orphan	SPAC11D3.19	.	.	1
chr1	geneDB	CDS	106965	107198	.	+	.	sequence orphan	SPAC11D3.19	.	.	1
chr1	geneDB	3'UTR	107199	108361	.	+	.	No comment	SPAC11D3.19	.	.	1
chr1	geneDB	3'UTR	108732	108907	.	-	.	No comment	SPAC11D3.01c	.	.	1
chr1	geneDB	gene	108908	109147	.	-	.	conserved fungal protein	SPAC11D3.01c	.	.	1
chr1	geneDB	CDS	108908	109147	.	-	.	conserved fungal protein	SPAC11D3.01c	.	.	1
chr1	geneDB	5'UTR	109148	109195	.	-	.	No comment	SPAC11D3.01c	.	.	1
chr1	geneDB	gene	109628	112377	.	+	.	antisense RNA (predicted)	SPNCRNA.608	.	.	1
chr1	geneDB	misc_RNA	109628	112377	.	+	.	antisense RNA (predicted)	SPNCRNA.608	.	.	1
chr1	geneDB	gene	109829	110281	.	-	.	ELLA family acetyltransferase (predicted)	SPAC11D3.02c	.	.	1
chr1	geneDB	CDS	109829	110281	.	-	.	ELLA family acetyltransferase (predicted)	SPAC11D3.02c	.	.	1
chr1	geneDB	5'UTR	110282	110455	.	-	.	No comment	SPAC11D3.02c	This UTR was defined manually in PMID:20118936 from transcriptome data in PMID:18641648, transcription start or end may not be exact	.	1
chr1	geneDB	3'UTR	110904	111004	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	gene	111005	111913	.	-	.	conserved protein	SPAC11D3.03c	bacterial proteins are involved in urea metabolism	.	1
chr1	geneDB	CDS	111005	111913	.	-	.	conserved protein	SPAC11D3.03c	bacterial proteins are involved in urea metabolism	.	1
chr1	geneDB	5'UTR	111914	112046	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	utr_intron	112046	112098	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	5'UTR	112098	112333	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	utr_intron	112333	112378	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	5'UTR	112378	112499	.	-	.	No comment	SPAC11D3.03c	.	.	1
chr1	geneDB	3'UTR	112514	112916	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	gene	112917	113309	.	-	.	SnoaL	SPAC11D3.04c	.	.	1
chr1	geneDB	CDS	112917	113309	.	-	.	SnoaL	SPAC11D3.04c	.	.	1
chr1	geneDB	5'UTR	113310	113367	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	utr_intron	113367	113435	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	5'UTR	113435	114445	.	-	.	No comment	SPAC11D3.04c	.	.	1
chr1	geneDB	5'UTR	113950	114079	.	+	.	No comment	SPAC11D3.05	.	.	1
chr1	geneDB	gene	114080	115720	.	+	.	MFS family membrane transporter (predicted)	SPAC11D3.05	.	.	1
chr1	geneDB	CDS	114080	115720	.	+	.	MFS family membrane transporter (predicted)	SPAC11D3.05	.	.	1
chr1	geneDB	3'UTR	115721	115962	.	+	.	No comment	SPAC11D3.05	.	.	1
chr1	geneDB	3'UTR	116054	118194	.	-	.	No comment	SPAC11D3.07c	.	.	1
chr1	geneDB	5'UTR	116331	116692	.	+	.	No comment	SPAC11D3.06	.	.	1
