seqname	source	feature	start	end	score	strand	frame	attributes	Name	orf_classification	gene	chr
chr1	window	gene	16001	17000	.	+	.	No comment	window.chr1.16001.17000	.	.	1
chr1	window	CDS	16001	17000	.	+	.	No comment	window.chr1.16001.17000	.	.	1
chr1	window	gene	17001	18000	.	+	.	No comment	window.chr1.17001.18000	.	.	1
chr1	window	CDS	17001	18000	.	+	.	No comment	window.chr1.17001.18000	.	.	1
chr1	window	gene	18001	19000	.	+	.	No comment	window.chr1.18001.19000	.	.	1
chr1	window	CDS	18001	19000	.	+	.	No comment	window.chr1.18001.19000	.	.	1
chr1	window	gene	19001	20000	.	+	.	No comment	window.chr1.19001.20000	.	.	1
chr1	window	CDS	19001	20000	.	+	.	No comment	window.chr1.19001.20000	.	.	1
chr1	window	gene	20001	21000	.	+	.	No comment	window.chr1.20001.21000	.	.	1
chr1	window	CDS	20001	21000	.	+	.	No comment	window.chr1.20001.21000	.	.	1
chr1	window	gene	21001	22000	.	+	.	No comment	window.chr1.21001.22000	.	.	1
chr1	window	CDS	21001	22000	.	+	.	No comment	window.chr1.21001.22000	.	.	1
chr1	window	gene	22001	23000	.	+	.	No comment	window.chr1.22001.23000	.	.	1
chr1	window	CDS	22001	23000	.	+	.	No comment	window.chr1.22001.23000	.	.	1
chr1	window	gene	23001	24000	.	+	.	No comment	window.chr1.23001.24000	.	.	1
chr1	window	CDS	23001	24000	.	+	.	No comment	window.chr1.23001.24000	.	.	1
chr1	window	gene	24001	25000	.	+	.	No comment	window.chr1.24001.25000	.	.	1
chr1	window	CDS	24001	25000	.	+	.	No comment	window.chr1.24001.25000	.	.	1
chr1	window	gene	25001	26000	.	+	.	No comment	window.chr1.25001.26000	.	.	1
chr1	window	CDS	25001	26000	.	+	.	No comment	window.chr1.25001.26000	.	.	1
chr1	window	gene	26001	27000	.	+	.	No comment	window.chr1.26001.27000	.	.	1
chr1	window	CDS	26001	27000	.	+	.	No comment	window.chr1.26001.27000	.	.	1
chr1	window	gene	27001	28000	.	+	.	No comment	window.chr1.27001.28000	.	.	1
chr1	window	CDS	27001	28000	.	+	.	No comment	window.chr1.27001.28000	.	.	1
chr1	window	gene	28001	29000	.	+	.	No comment	window.chr1.28001.29000	.	.	1
chr1	window	CDS	28001	29000	.	+	.	No comment	window.chr1.28001.29000	.	.	1
chr1	window	gene	29001	30000	.	+	.	No comment	window.chr1.29001.30000	.	.	1
chr1	window	CDS	29001	30000	.	+	.	No comment	window.chr1.29001.30000	.	.	1
chr1	window	gene	30001	31000	.	+	.	No comment	window.chr1.30001.31000	.	.	1
chr1	window	CDS	30001	31000	.	+	.	No comment	window.chr1.30001.31000	.	.	1
chr1	window	gene	31001	32000	.	+	.	No comment	window.chr1.31001.32000	.	.	1
chr1	window	CDS	31001	32000	.	+	.	No comment	window.chr1.31001.32000	.	.	1
chr1	window	gene	32001	33000	.	+	.	No comment	window.chr1.32001.33000	.	.	1
chr1	window	CDS	32001	33000	.	+	.	No comment	window.chr1.32001.33000	.	.	1
chr1	window	gene	33001	34000	.	+	.	No comment	window.chr1.33001.34000	.	.	1
chr1	window	CDS	33001	34000	.	+	.	No comment	window.chr1.33001.34000	.	.	1
chr1	window	gene	34001	35000	.	+	.	No comment	window.chr1.34001.35000	.	.	1
chr1	window	CDS	34001	35000	.	+	.	No comment	window.chr1.34001.35000	.	.	1
chr1	window	gene	35001	36000	.	+	.	No comment	window.chr1.35001.36000	.	.	1
chr1	window	CDS	35001	36000	.	+	.	No comment	window.chr1.35001.36000	.	.	1
chr1	window	gene	36001	37000	.	+	.	No comment	window.chr1.36001.37000	.	.	1
chr1	window	CDS	36001	37000	.	+	.	No comment	window.chr1.36001.37000	.	.	1
chr1	window	gene	37001	38000	.	+	.	No comment	window.chr1.37001.38000	.	.	1
chr1	window	CDS	37001	38000	.	+	.	No comment	window.chr1.37001.38000	.	.	1
chr1	window	gene	38001	39000	.	+	.	No comment	window.chr1.38001.39000	.	.	1
chr1	window	CDS	38001	39000	.	+	.	No comment	window.chr1.38001.39000	.	.	1
chr1	window	gene	39001	40000	.	+	.	No comment	window.chr1.39001.40000	.	.	1
chr1	window	CDS	39001	40000	.	+	.	No comment	window.chr1.39001.40000	.	.	1
chr1	window	gene	40001	41000	.	+	.	No comment	window.chr1.40001.41000	.	.	1
chr1	window	CDS	40001	41000	.	+	.	No comment	window.chr1.40001.41000	.	.	1
chr1	window	gene	41001	42000	.	+	.	No comment	window.chr1.41001.42000	.	.	1
chr1	window	CDS	41001	42000	.	+	.	No comment	window.chr1.41001.42000	.	.	1
chr1	window	gene	42001	43000	.	+	.	No comment	window.chr1.42001.43000	.	.	1
chr1	window	CDS	42001	43000	.	+	.	No comment	window.chr1.42001.43000	.	.	1
chr1	window	gene	43001	44000	.	+	.	No comment	window.chr1.43001.44000	.	.	1
chr1	window	CDS	43001	44000	.	+	.	No comment	window.chr1.43001.44000	.	.	1
chr1	window	gene	44001	45000	.	+	.	No comment	window.chr1.44001.45000	.	.	1
chr1	window	CDS	44001	45000	.	+	.	No comment	window.chr1.44001.45000	.	.	1
chr1	window	gene	45001	46000	.	+	.	No comment	window.chr1.45001.46000	.	.	1
chr1	window	CDS	45001	46000	.	+	.	No comment	window.chr1.45001.46000	.	.	1
chr1	window	gene	46001	47000	.	+	.	No comment	window.chr1.46001.47000	.	.	1
chr1	window	CDS	46001	47000	.	+	.	No comment	window.chr1.46001.47000	.	.	1
chr1	window	gene	47001	48000	.	+	.	No comment	window.chr1.47001.48000	.	.	1
chr1	window	CDS	47001	48000	.	+	.	No comment	window.chr1.47001.48000	.	.	1
chr1	window	gene	48001	49000	.	+	.	No comment	window.chr1.48001.49000	.	.	1
chr1	window	CDS	48001	49000	.	+	.	No comment	window.chr1.48001.49000	.	.	1
chr1	window	gene	49001	50000	.	+	.	No comment	window.chr1.49001.50000	.	.	1
chr1	window	CDS	49001	50000	.	+	.	No comment	window.chr1.49001.50000	.	.	1
chr1	window	gene	50001	51000	.	+	.	No comment	window.chr1.50001.51000	.	.	1
chr1	window	CDS	50001	51000	.	+	.	No comment	window.chr1.50001.51000	.	.	1
chr1	window	gene	51001	52000	.	+	.	No comment	window.chr1.51001.52000	.	.	1
chr1	window	CDS	51001	52000	.	+	.	No comment	window.chr1.51001.52000	.	.	1
chr1	window	gene	52001	53000	.	+	.	No comment	window.chr1.52001.53000	.	.	1
chr1	window	CDS	52001	53000	.	+	.	No comment	window.chr1.52001.53000	.	.	1
chr1	window	gene	53001	54000	.	+	.	No comment	window.chr1.53001.54000	.	.	1
chr1	window	CDS	53001	54000	.	+	.	No comment	window.chr1.53001.54000	.	.	1
chr1	window	gene	54001	55000	.	+	.	No comment	window.chr1.54001.55000	.	.	1
chr1	window	CDS	54001	55000	.	+	.	No comment	window.chr1.54001.55000	.	.	1
chr1	window	gene	55001	56000	.	+	.	No comment	window.chr1.55001.56000	.	.	1
chr1	window	CDS	55001	56000	.	+	.	No comment	window.chr1.55001.56000	.	.	1
chr1	window	gene	56001	57000	.	+	.	No comment	window.chr1.56001.57000	.	.	1
chr1	window	CDS	56001	57000	.	+	.	No comment	window.chr1.56001.57000	.	.	1
chr1	window	gene	57001	58000	.	+	.	No comment	window.chr1.57001.58000	.	.	1
chr1	window	CDS	57001	58000	.	+	.	No comment	window.chr1.57001.58000	.	.	1
chr1	window	gene	58001	59000	.	+	.	No comment	window.chr1.58001.59000	.	.	1
chr1	window	CDS	58001	59000	.	+	.	No comment	window.chr1.58001.59000	.	.	1
chr1	window	gene	59001	60000	.	+	.	No comment	window.chr1.59001.60000	.	.	1
chr1	window	CDS	59001	60000	.	+	.	No comment	window.chr1.59001.60000	.	.	1
chr1	window	gene	60001	61000	.	+	.	No comment	window.chr1.60001.61000	.	.	1
chr1	window	CDS	60001	61000	.	+	.	No comment	window.chr1.60001.61000	.	.	1
chr1	window	gene	61001	62000	.	+	.	No comment	window.chr1.61001.62000	.	.	1
chr1	window	CDS	61001	62000	.	+	.	No comment	window.chr1.61001.62000	.	.	1
chr1	window	gene	62001	63000	.	+	.	No comment	window.chr1.62001.63000	.	.	1
chr1	window	CDS	62001	63000	.	+	.	No comment	window.chr1.62001.63000	.	.	1
chr1	window	gene	63001	64000	.	+	.	No comment	window.chr1.63001.64000	.	.	1
chr1	window	CDS	63001	64000	.	+	.	No comment	window.chr1.63001.64000	.	.	1
chr1	window	gene	64001	65000	.	+	.	No comment	window.chr1.64001.65000	.	.	1
chr1	window	CDS	64001	65000	.	+	.	No comment	window.chr1.64001.65000	.	.	1
chr1	window	gene	65001	66000	.	+	.	No comment	window.chr1.65001.66000	.	.	1
chr1	window	CDS	65001	66000	.	+	.	No comment	window.chr1.65001.66000	.	.	1
chr1	window	gene	66001	67000	.	+	.	No comment	window.chr1.66001.67000	.	.	1
chr1	window	CDS	66001	67000	.	+	.	No comment	window.chr1.66001.67000	.	.	1
chr1	window	gene	67001	68000	.	+	.	No comment	window.chr1.67001.68000	.	.	1
chr1	window	CDS	67001	68000	.	+	.	No comment	window.chr1.67001.68000	.	.	1
chr1	window	gene	68001	69000	.	+	.	No comment	window.chr1.68001.69000	.	.	1
chr1	window	CDS	68001	69000	.	+	.	No comment	window.chr1.68001.69000	.	.	1
chr1	window	gene	69001	70000	.	+	.	No comment	window.chr1.69001.70000	.	.	1
chr1	window	CDS	69001	70000	.	+	.	No comment	window.chr1.69001.70000	.	.	1
chr1	window	gene	70001	71000	.	+	.	No comment	window.chr1.70001.71000	.	.	1
chr1	window	CDS	70001	71000	.	+	.	No comment	window.chr1.70001.71000	.	.	1
chr1	window	gene	71001	72000	.	+	.	No comment	window.chr1.71001.72000	.	.	1
chr1	window	CDS	71001	72000	.	+	.	No comment	window.chr1.71001.72000	.	.	1
chr1	window	gene	72001	73000	.	+	.	No comment	window.chr1.72001.73000	.	.	1
chr1	window	CDS	72001	73000	.	+	.	No comment	window.chr1.72001.73000	.	.	1
chr1	window	gene	73001	74000	.	+	.	No comment	window.chr1.73001.74000	.	.	1
chr1	window	CDS	73001	74000	.	+	.	No comment	window.chr1.73001.74000	.	.	1
chr1	window	gene	74001	75000	.	+	.	No comment	window.chr1.74001.75000	.	.	1
chr1	window	CDS	74001	75000	.	+	.	No comment	window.chr1.74001.75000	.	.	1
chr1	window	gene	75001	76000	.	+	.	No comment	window.chr1.75001.76000	.	.	1
chr1	window	CDS	75001	76000	.	+	.	No comment	window.chr1.75001.76000	.	.	1
chr1	window	gene	76001	77000	.	+	.	No comment	window.chr1.76001.77000	.	.	1
chr1	window	CDS	76001	77000	.	+	.	No comment	window.chr1.76001.77000	.	.	1
chr1	window	gene	77001	78000	.	+	.	No comment	window.chr1.77001.78000	.	.	1
chr1	window	CDS	77001	78000	.	+	.	No comment	window.chr1.77001.78000	.	.	1
chr1	window	gene	78001	79000	.	+	.	No comment	window.chr1.78001.79000	.	.	1
chr1	window	CDS	78001	79000	.	+	.	No comment	window.chr1.78001.79000	.	.	1
chr1	window	gene	79001	80000	.	+	.	No comment	window.chr1.79001.80000	.	.	1
chr1	window	CDS	79001	80000	.	+	.	No comment	window.chr1.79001.80000	.	.	1
chr1	window	gene	80001	81000	.	+	.	No comment	window.chr1.80001.81000	.	.	1
chr1	window	CDS	80001	81000	.	+	.	No comment	window.chr1.80001.81000	.	.	1
chr1	window	gene	81001	82000	.	+	.	No comment	window.chr1.81001.82000	.	.	1
chr1	window	CDS	81001	82000	.	+	.	No comment	window.chr1.81001.82000	.	.	1
chr1	window	gene	82001	83000	.	+	.	No comment	window.chr1.82001.83000	.	.	1
chr1	window	CDS	82001	83000	.	+	.	No comment	window.chr1.82001.83000	.	.	1
chr1	window	gene	83001	84000	.	+	.	No comment	window.chr1.83001.84000	.	.	1
chr1	window	CDS	83001	84000	.	+	.	No comment	window.chr1.83001.84000	.	.	1
chr1	window	gene	84001	85000	.	+	.	No comment	window.chr1.84001.85000	.	.	1
chr1	window	CDS	84001	85000	.	+	.	No comment	window.chr1.84001.85000	.	.	1
chr1	window	gene	85001	86000	.	+	.	No comment	window.chr1.85001.86000	.	.	1
chr1	window	CDS	85001	86000	.	+	.	No comment	window.chr1.85001.86000	.	.	1
chr1	window	gene	86001	87000	.	+	.	No comment	window.chr1.86001.87000	.	.	1
chr1	window	CDS	86001	87000	.	+	.	No comment	window.chr1.86001.87000	.	.	1
chr1	window	gene	87001	88000	.	+	.	No comment	window.chr1.87001.88000	.	.	1
chr1	window	CDS	87001	88000	.	+	.	No comment	window.chr1.87001.88000	.	.	1
chr1	window	gene	88001	89000	.	+	.	No comment	window.chr1.88001.89000	.	.	1
chr1	window	CDS	88001	89000	.	+	.	No comment	window.chr1.88001.89000	.	.	1
chr1	window	gene	89001	90000	.	+	.	No comment	window.chr1.89001.90000	.	.	1
chr1	window	CDS	89001	90000	.	+	.	No comment	window.chr1.89001.90000	.	.	1
chr1	window	gene	90001	91000	.	+	.	No comment	window.chr1.90001.91000	.	.	1
chr1	window	CDS	90001	91000	.	+	.	No comment	window.chr1.90001.91000	.	.	1
chr1	window	gene	91001	92000	.	+	.	No comment	window.chr1.91001.92000	.	.	1
chr1	window	CDS	91001	92000	.	+	.	No comment	window.chr1.91001.92000	.	.	1
chr1	window	gene	92001	93000	.	+	.	No comment	window.chr1.92001.93000	.	.	1
chr1	window	CDS	92001	93000	.	+	.	No comment	window.chr1.92001.93000	.	.	1
chr1	window	gene	93001	94000	.	+	.	No comment	window.chr1.93001.94000	.	.	1
chr1	window	CDS	93001	94000	.	+	.	No comment	window.chr1.93001.94000	.	.	1
chr1	window	gene	94001	95000	.	+	.	No comment	window.chr1.94001.95000	.	.	1
chr1	window	CDS	94001	95000	.	+	.	No comment	window.chr1.94001.95000	.	.	1
chr1	window	gene	95001	96000	.	+	.	No comment	window.chr1.95001.96000	.	.	1
chr1	window	CDS	95001	96000	.	+	.	No comment	window.chr1.95001.96000	.	.	1
chr1	window	gene	96001	97000	.	+	.	No comment	window.chr1.96001.97000	.	.	1
chr1	window	CDS	96001	97000	.	+	.	No comment	window.chr1.96001.97000	.	.	1
chr1	window	gene	97001	98000	.	+	.	No comment	window.chr1.97001.98000	.	.	1
chr1	window	CDS	97001	98000	.	+	.	No comment	window.chr1.97001.98000	.	.	1
chr1	window	gene	98001	99000	.	+	.	No comment	window.chr1.98001.99000	.	.	1
chr1	window	CDS	98001	99000	.	+	.	No comment	window.chr1.98001.99000	.	.	1
chr1	window	gene	99001	100000	.	+	.	No comment	window.chr1.99001.100000	.	.	1
chr1	window	CDS	99001	100000	.	+	.	No comment	window.chr1.99001.100000	.	.	1
chr1	window	gene	100001	101000	.	+	.	No comment	window.chr1.100001.101000	.	.	1
chr1	window	CDS	100001	101000	.	+	.	No comment	window.chr1.100001.101000	.	.	1
chr1	window	gene	101001	102000	.	+	.	No comment	window.chr1.101001.102000	.	.	1
chr1	window	CDS	101001	102000	.	+	.	No comment	window.chr1.101001.102000	.	.	1
chr1	window	gene	102001	103000	.	+	.	No comment	window.chr1.102001.103000	.	.	1
chr1	window	CDS	102001	103000	.	+	.	No comment	window.chr1.102001.103000	.	.	1
chr1	window	gene	103001	104000	.	+	.	No comment	window.chr1.103001.104000	.	.	1
chr1	window	CDS	103001	104000	.	+	.	No comment	window.chr1.103001.104000	.	.	1
chr1	window	gene	104001	105000	.	+	.	No comment	window.chr1.104001.105000	.	.	1
chr1	window	CDS	104001	105000	.	+	.	No comment	window.chr1.104001.105000	.	.	1
chr1	window	gene	105001	106000	.	+	.	No comment	window.chr1.105001.106000	.	.	1
chr1	window	CDS	105001	106000	.	+	.	No comment	window.chr1.105001.106000	.	.	1
chr1	window	gene	106001	107000	.	+	.	No comment	window.chr1.106001.107000	.	.	1
chr1	window	CDS	106001	107000	.	+	.	No comment	window.chr1.106001.107000	.	.	1
chr1	window	gene	107001	108000	.	+	.	No comment	window.chr1.107001.108000	.	.	1
chr1	window	CDS	107001	108000	.	+	.	No comment	window.chr1.107001.108000	.	.	1
chr1	window	gene	108001	109000	.	+	.	No comment	window.chr1.108001.109000	.	.	1
chr1	window	CDS	108001	109000	.	+	.	No comment	window.chr1.108001.109000	.	.	1
chr1	window	gene	109001	110000	.	+	.	No comment	window.chr1.109001.110000	.	.	1
chr1	window	CDS	109001	110000	.	+	.	No comment	window.chr1.109001.110000	.	.	1
chr1	window	gene	110001	111000	.	+	.	No comment	window.chr1.110001.111000	.	.	1
chr1	window	CDS	110001	111000	.	+	.	No comment	window.chr1.110001.111000	.	.	1
chr1	window	gene	111001	112000	.	+	.	No comment	window.chr1.111001.112000	.	.	1
chr1	window	CDS	111001	112000	.	+	.	No comment	window.chr1.111001.112000	.	.	1
chr1	window	gene	112001	113000	.	+	.	No comment	window.chr1.112001.113000	.	.	1
chr1	window	CDS	112001	113000	.	+	.	No comment	window.chr1.112001.113000	.	.	1
chr1	window	gene	113001	114000	.	+	.	No comment	window.chr1.113001.114000	.	.	1
chr1	window	CDS	113001	114000	.	+	.	No comment	window.chr1.113001.114000	.	.	1
chr1	window	gene	114001	115000	.	+	.	No comment	window.chr1.114001.115000	.	.	1
chr1	window	CDS	114001	115000	.	+	.	No comment	window.chr1.114001.115000	.	.	1
chr1	window	gene	115001	116000	.	+	.	No comment	window.chr1.115001.116000	.	.	1
chr1	window	CDS	115001	116000	.	+	.	No comment	window.chr1.115001.116000	.	.	1
chr1	window	gene	116001	117000	.	+	.	No comment	window.chr1.116001.117000	.	.	1
chr1	window	CDS	116001	117000	.	+	.	No comment	window.chr1.116001.117000	.	.	1
chr1	window	gene	117001	118000	.	+	.	No comment	window.chr1.117001.118000	.	.	1
chr1	window	CDS	117001	118000	.	+	.	No comment	window.chr1.117001.118000	.	.	1
chr1	window	gene	118001	119000	.	+	.	No comment	window.chr1.118001.119000	.	.	1
chr1	window	CDS	118001	119000	.	+	.	No comment	window.chr1.118001.119000	.	.	1
chr1	window	gene	119001	120000	.	+	.	No comment	window.chr1.119001.120000	.	.	1
chr1	window	CDS	119001	120000	.	+	.	No comment	window.chr1.119001.120000	.	.	1
chr1	window	gene	120001	121000	.	+	.	No comment	window.chr1.120001.121000	.	.	1
chr1	window	CDS	120001	121000	.	+	.	No comment	window.chr1.120001.121000	.	.	1
chr1	window	gene	121001	122000	.	+	.	No comment	window.chr1.121001.122000	.	.	1
chr1	window	CDS	121001	122000	.	+	.	No comment	window.chr1.121001.122000	.	.	1
chr1	window	gene	122001	123000	.	+	.	No comment	window.chr1.122001.123000	.	.	1
chr1	window	CDS	122001	123000	.	+	.	No comment	window.chr1.122001.123000	.	.	1
chr1	window	gene	123001	124000	.	+	.	No comment	window.chr1.123001.124000	.	.	1
chr1	window	CDS	123001	124000	.	+	.	No comment	window.chr1.123001.124000	.	.	1
chr1	window	gene	124001	125000	.	+	.	No comment	window.chr1.124001.125000	.	.	1
chr1	window	CDS	124001	125000	.	+	.	No comment	window.chr1.124001.125000	.	.	1
chr1	window	gene	125001	126000	.	+	.	No comment	window.chr1.125001.126000	.	.	1
chr1	window	CDS	125001	126000	.	+	.	No comment	window.chr1.125001.126000	.	.	1
chr1	window	gene	126001	127000	.	+	.	No comment	window.chr1.126001.127000	.	.	1
chr1	window	CDS	126001	127000	.	+	.	No comment	window.chr1.126001.127000	.	.	1
chr1	window	gene	127001	128000	.	+	.	No comment	window.chr1.127001.128000	.	.	1
chr1	window	CDS	127001	128000	.	+	.	No comment	window.chr1.127001.128000	.	.	1
chr1	window	gene	128001	129000	.	+	.	No comment	window.chr1.128001.129000	.	.	1
chr1	window	CDS	128001	129000	.	+	.	No comment	window.chr1.128001.129000	.	.	1
chr1	window	gene	129001	130000	.	+	.	No comment	window.chr1.129001.130000	.	.	1
chr1	window	CDS	129001	130000	.	+	.	No comment	window.chr1.129001.130000	.	.	1
chr1	window	gene	130001	131000	.	+	.	No comment	window.chr1.130001.131000	.	.	1
chr1	window	CDS	130001	131000	.	+	.	No comment	window.chr1.130001.131000	.	.	1
chr1	window	gene	131001	132000	.	+	.	No comment	window.chr1.131001.132000	.	.	1
chr1	window	CDS	131001	132000	.	+	.	No comment	window.chr1.131001.132000	.	.	1
chr1	window	gene	132001	133000	.	+	.	No comment	window.chr1.132001.133000	.	.	1
chr1	window	CDS	132001	133000	.	+	.	No comment	window.chr1.132001.133000	.	.	1
chr1	window	gene	133001	134000	.	+	.	No comment	window.chr1.133001.134000	.	.	1
chr1	window	CDS	133001	134000	.	+	.	No comment	window.chr1.133001.134000	.	.	1
chr1	window	gene	134001	135000	.	+	.	No comment	window.chr1.134001.135000	.	.	1
chr1	window	CDS	134001	135000	.	+	.	No comment	window.chr1.134001.135000	.	.	1
chr1	window	gene	135001	136000	.	+	.	No comment	window.chr1.135001.136000	.	.	1
chr1	window	CDS	135001	136000	.	+	.	No comment	window.chr1.135001.136000	.	.	1
chr1	window	gene	136001	137000	.	+	.	No comment	window.chr1.136001.137000	.	.	1
chr1	window	CDS	136001	137000	.	+	.	No comment	window.chr1.136001.137000	.	.	1
chr1	window	gene	137001	138000	.	+	.	No comment	window.chr1.137001.138000	.	.	1
chr1	window	CDS	137001	138000	.	+	.	No comment	window.chr1.137001.138000	.	.	1
chr1	window	gene	138001	139000	.	+	.	No comment	window.chr1.138001.139000	.	.	1
chr1	window	CDS	138001	139000	.	+	.	No comment	window.chr1.138001.139000	.	.	1
chr1	window	gene	139001	140000	.	+	.	No comment	window.chr1.139001.140000	.	.	1
chr1	window	CDS	139001	140000	.	+	.	No comment	window.chr1.139001.140000	.	.	1
chr1	window	gene	140001	141000	.	+	.	No comment	window.chr1.140001.141000	.	.	1
chr1	window	CDS	140001	141000	.	+	.	No comment	window.chr1.140001.141000	.	.	1
chr1	window	gene	141001	142000	.	+	.	No comment	window.chr1.141001.142000	.	.	1
chr1	window	CDS	141001	142000	.	+	.	No comment	window.chr1.141001.142000	.	.	1
chr1	window	gene	142001	143000	.	+	.	No comment	window.chr1.142001.143000	.	.	1
chr1	window	CDS	142001	143000	.	+	.	No comment	window.chr1.142001.143000	.	.	1
chr1	window	gene	143001	144000	.	+	.	No comment	window.chr1.143001.144000	.	.	1
chr1	window	CDS	143001	144000	.	+	.	No comment	window.chr1.143001.144000	.	.	1
chr1	window	gene	144001	145000	.	+	.	No comment	window.chr1.144001.145000	.	.	1
chr1	window	CDS	144001	145000	.	+	.	No comment	window.chr1.144001.145000	.	.	1
chr1	window	gene	145001	146000	.	+	.	No comment	window.chr1.145001.146000	.	.	1
chr1	window	CDS	145001	146000	.	+	.	No comment	window.chr1.145001.146000	.	.	1
chr1	window	gene	146001	147000	.	+	.	No comment	window.chr1.146001.147000	.	.	1
chr1	window	CDS	146001	147000	.	+	.	No comment	window.chr1.146001.147000	.	.	1
chr1	window	gene	147001	148000	.	+	.	No comment	window.chr1.147001.148000	.	.	1
chr1	window	CDS	147001	148000	.	+	.	No comment	window.chr1.147001.148000	.	.	1
chr1	window	gene	148001	149000	.	+	.	No comment	window.chr1.148001.149000	.	.	1
chr1	window	CDS	148001	149000	.	+	.	No comment	window.chr1.148001.149000	.	.	1
chr1	window	gene	149001	150000	.	+	.	No comment	window.chr1.149001.150000	.	.	1
chr1	window	CDS	149001	150000	.	+	.	No comment	window.chr1.149001.150000	.	.	1
chr1	window	gene	150001	151000	.	+	.	No comment	window.chr1.150001.151000	.	.	1
chr1	window	CDS	150001	151000	.	+	.	No comment	window.chr1.150001.151000	.	.	1
chr1	window	gene	151001	152000	.	+	.	No comment	window.chr1.151001.152000	.	.	1
chr1	window	CDS	151001	152000	.	+	.	No comment	window.chr1.151001.152000	.	.	1
chr1	window	gene	152001	153000	.	+	.	No comment	window.chr1.152001.153000	.	.	1
chr1	window	CDS	152001	153000	.	+	.	No comment	window.chr1.152001.153000	.	.	1
chr1	window	gene	153001	154000	.	+	.	No comment	window.chr1.153001.154000	.	.	1
chr1	window	CDS	153001	154000	.	+	.	No comment	window.chr1.153001.154000	.	.	1
chr1	window	gene	154001	155000	.	+	.	No comment	window.chr1.154001.155000	.	.	1
chr1	window	CDS	154001	155000	.	+	.	No comment	window.chr1.154001.155000	.	.	1
chr1	window	gene	155001	156000	.	+	.	No comment	window.chr1.155001.156000	.	.	1
chr1	window	CDS	155001	156000	.	+	.	No comment	window.chr1.155001.156000	.	.	1
chr1	window	gene	156001	157000	.	+	.	No comment	window.chr1.156001.157000	.	.	1
chr1	window	CDS	156001	157000	.	+	.	No comment	window.chr1.156001.157000	.	.	1
chr1	window	gene	157001	158000	.	+	.	No comment	window.chr1.157001.158000	.	.	1
chr1	window	CDS	157001	158000	.	+	.	No comment	window.chr1.157001.158000	.	.	1
chr1	window	gene	158001	159000	.	+	.	No comment	window.chr1.158001.159000	.	.	1
chr1	window	CDS	158001	159000	.	+	.	No comment	window.chr1.158001.159000	.	.	1
chr1	window	gene	159001	160000	.	+	.	No comment	window.chr1.159001.160000	.	.	1
chr1	window	CDS	159001	160000	.	+	.	No comment	window.chr1.159001.160000	.	.	1
